drv_perm/,0,TYPE_CLASS,
drv_perm/drvcall_perm_apply/,1,TYPE_CLASS,
drv_perm/drvcall_perm_apply/item/,2,TYPE_CLASS,
drv_perm/drvcall_perm_apply/item/name,3,TYPE_CHAR,
drv_perm/drvcall_perm_apply/item/permission,4,TYPE_CHAR,drv_perm/drvcall_perm_apply/item/name
drv_perm/drv_basic_info/,5,TYPE_CLASS,
drv_perm/drv_basic_info/thread_limit,6,TYPE_INT,
drv_perm/drv_basic_info/upgrade,7,TYPE_BOOL,
drv_perm/drv_basic_info/virt2phys,8,TYPE_BOOL,
drv_perm/drv_basic_info/exception_mode,9,TYPE_CHAR,
drv_perm/drv_io_map/,10,TYPE_CLASS,
drv_perm/drv_io_map/item/,11,TYPE_CLASS,
drv_perm/drv_io_map/item/chip_type,12,TYPE_CHAR,
drv_perm/drv_io_map/item/iomap,13,TYPE_CHAR,
drv_perm/irq/,14,TYPE_CLASS,
drv_perm/irq/item/,15,TYPE_CLASS,
drv_perm/irq/item/chip_type,16,TYPE_CHAR,
drv_perm/irq/item/irq,17,TYPE_CHAR,
drv_perm/map_secure/,18,TYPE_CLASS,
drv_perm/map_secure/item/,19,TYPE_CLASS,
drv_perm/map_secure/item/chip_type,20,TYPE_CHAR,
drv_perm/map_secure/item/uuid,21,TYPE_CHAR,
drv_perm/map_secure/item/region,22,TYPE_CHAR,
drv_perm/map_nosecure/,23,TYPE_CLASS,
drv_perm/map_nosecure/item/,24,TYPE_CLASS,
drv_perm/map_nosecure/item/chip_type,25,TYPE_CHAR,
drv_perm/map_nosecure/item/uuid,26,TYPE_CHAR,
drv_perm/drv_cmd_perm_info/,27,TYPE_CLASS,
drv_perm/drv_cmd_perm_info/item/,28,TYPE_CLASS,
drv_perm/drv_cmd_perm_info/item/cmd,29,TYPE_CHAR,{gpd.ta.service_name}.csv
drv_perm/drv_cmd_perm_info/item/permission,30,TYPE_CHAR,{gpd.ta.service_name}.csv
drv_perm/drv_mac_info/,31,TYPE_CLASS,
drv_perm/drv_mac_info/item/,32,TYPE_CLASS,
drv_perm/drv_mac_info/item/uuid,33,TYPE_CHAR,
drv_perm/drv_mac_info/item/permission,34,TYPE_CHAR,{gpd.ta.service_name}.csv
ConfigInfo/drv_perm/,0,TYPE_CLASS,
ConfigInfo/drv_perm/drvcall_perm_apply/,1,TYPE_CLASS,
ConfigInfo/drv_perm/drvcall_perm_apply/item/,2,TYPE_CLASS,
ConfigInfo/drv_perm/drvcall_perm_apply/item/name,3,TYPE_CHAR,
ConfigInfo/drv_perm/drvcall_perm_apply/item/permission,4,TYPE_CHAR,ConfigInfo/drv_perm/drvcall_perm_apply/item/name
ConfigInfo/drv_perm/drv_basic_info/,5,TYPE_CLASS,
ConfigInfo/drv_perm/drv_basic_info/thread_limit,6,TYPE_INT,
ConfigInfo/drv_perm/drv_basic_info/upgrade,7,TYPE_BOOL,
ConfigInfo/drv_perm/drv_basic_info/virt2phys,8,TYPE_BOOL,
ConfigInfo/drv_perm/drv_basic_info/exception_mode,9,TYPE_CHAR,
ConfigInfo/drv_perm/drv_io_map/,10,TYPE_CLASS,
ConfigInfo/drv_perm/drv_io_map/item/,11,TYPE_CLASS,
ConfigInfo/drv_perm/drv_io_map/item/chip_type,12,TYPE_CHAR,
ConfigInfo/drv_perm/drv_io_map/item/iomap,13,TYPE_CHAR,
ConfigInfo/drv_perm/irq/,14,TYPE_CLASS,
ConfigInfo/drv_perm/irq/item/,15,TYPE_CLASS,
ConfigInfo/drv_perm/irq/item/chip_type,16,TYPE_CHAR,
ConfigInfo/drv_perm/irq/item/irq,17,TYPE_CHAR,
ConfigInfo/drv_perm/map_secure/,18,TYPE_CLASS,
ConfigInfo/drv_perm/map_secure/item/,19,TYPE_CLASS,
ConfigInfo/drv_perm/map_secure/item/chip_type,20,TYPE_CHAR,
ConfigInfo/drv_perm/map_secure/item/uuid,21,TYPE_CHAR,
ConfigInfo/drv_perm/map_secure/item/region,22,TYPE_CHAR,
ConfigInfo/drv_perm/map_nosecure/,23,TYPE_CLASS,
ConfigInfo/drv_perm/map_nosecure/item/,24,TYPE_CLASS,
ConfigInfo/drv_perm/map_nosecure/item/chip_type,25,TYPE_CHAR,
ConfigInfo/drv_perm/map_nosecure/item/uuid,26,TYPE_CHAR,
ConfigInfo/drv_perm/drv_cmd_perm_info/,27,TYPE_CLASS,
ConfigInfo/drv_perm/drv_cmd_perm_info/item/,28,TYPE_CLASS,
ConfigInfo/drv_perm/drv_cmd_perm_info/item/cmd,29,TYPE_CHAR,{gpd.ta.service_name}.csv
ConfigInfo/drv_perm/drv_cmd_perm_info/item/permission,30,TYPE_CHAR,{gpd.ta.service_name}.csv
ConfigInfo/drv_perm/drv_mac_info/,31,TYPE_CLASS,
ConfigInfo/drv_perm/drv_mac_info/item/,32,TYPE_CLASS,
ConfigInfo/drv_perm/drv_mac_info/item/uuid,33,TYPE_CHAR,
ConfigInfo/drv_perm/drv_mac_info/item/permission,34,TYPE_CHAR,{gpd.ta.service_name}.csv
ConfigInfo/,0,TYPE_CLASS,
ConfigInfo/TA_Basic_Info/,1,TYPE_CLASS,
ConfigInfo/TA_Basic_Info/service_name/,2,TYPE_CLASS,
ConfigInfo/TA_Basic_Info/service_name/service_name,3,TYPE_CHAR,
ConfigInfo/TA_Basic_Info/uuid/,4,TYPE_CLASS,
ConfigInfo/TA_Basic_Info/uuid/uuid,5,TYPE_CHAR,
ConfigInfo/TA_Manifest_Info/,6,TYPE_CLASS,
ConfigInfo/TA_Manifest_Info/instance_keep_alive/,7,TYPE_CLASS,
ConfigInfo/TA_Manifest_Info/instance_keep_alive/instance_keep_alive,8,TYPE_BOOL,
ConfigInfo/TA_Manifest_Info/stack_size/,9,TYPE_CLASS,
ConfigInfo/TA_Manifest_Info/stack_size/stack_size,10,TYPE_INT,
ConfigInfo/TA_Manifest_Info/heap_size/,11,TYPE_CLASS,
ConfigInfo/TA_Manifest_Info/heap_size/heap_size,12,TYPE_INT,
ConfigInfo/TA_Manifest_Info/target_type/,13,TYPE_CLASS,
ConfigInfo/TA_Manifest_Info/target_type/target_type,14,TYPE_INT,
ConfigInfo/TA_Manifest_Info/multi_command/,15,TYPE_CLASS,
ConfigInfo/TA_Manifest_Info/multi_command/multi_command,16,TYPE_BOOL,
ConfigInfo/TA_Manifest_Info/multi_session/,17,TYPE_CLASS,
ConfigInfo/TA_Manifest_Info/multi_session/multi_session,18,TYPE_BOOL,
ConfigInfo/TA_Manifest_Info/single_instance/,19,TYPE_CLASS,
ConfigInfo/TA_Manifest_Info/single_instance/single_instance,20,TYPE_BOOL,
ConfigInfo/TA_Control_Info/,21,TYPE_CLASS,
ConfigInfo/TA_Control_Info/RPMB_Info/,22,TYPE_CLASS,
ConfigInfo/TA_Control_Info/RPMB_Info/RPMB_size/,23,TYPE_CLASS,
ConfigInfo/TA_Control_Info/RPMB_Info/RPMB_size/RPMB_size,24,TYPE_INT,
ConfigInfo/TA_Control_Info/RPMB_Info/RPMB_Permission/,25,TYPE_CLASS,
ConfigInfo/TA_Control_Info/RPMB_Info/RPMB_Permission/RPMB_general/,26,TYPE_CLASS,
ConfigInfo/TA_Control_Info/RPMB_Info/RPMB_Permission/RPMB_general/RPMB_general,27,TYPE_BOOL,
ConfigInfo/TA_Control_Info/SE_Info/,28,TYPE_CLASS,
ConfigInfo/TA_Control_Info/SE_Info/SE_open_session/,29,TYPE_CLASS,
ConfigInfo/TA_Control_Info/SE_Info/SE_open_session/SE_open_session,30,TYPE_BOOL,
ConfigInfo/TA_Control_Info/TUI_Info/,31,TYPE_CLASS,
ConfigInfo/TA_Control_Info/TUI_Info/TUI_general/,32,TYPE_CLASS,
ConfigInfo/TA_Control_Info/TUI_Info/TUI_general/TUI_general,33,TYPE_BOOL,
ConfigInfo/TA_Control_Info/DEBUG_Info/,34,TYPE_CLASS,
ConfigInfo/TA_Control_Info/DEBUG_Info/debug_status/,35,TYPE_CLASS,
ConfigInfo/TA_Control_Info/DEBUG_Info/debug_status/debug_status,36,TYPE_BOOL,
ConfigInfo/TA_Control_Info/DEBUG_Info/DEBUG_status/,35,TYPE_CLASS,
ConfigInfo/TA_Control_Info/DEBUG_Info/DEBUG_status/DEBUG_status,36,TYPE_BOOL,
ConfigInfo/TA_Control_Info/DEBUG_Info/DEBUG_device_id/,37,TYPE_CLASS,
ConfigInfo/TA_Control_Info/DEBUG_Info/DEBUG_device_id/DEBUG_device_id,38,TYPE_CHAR,
ConfigInfo/TA_Manifest_Info/mem_page_align/,39,TYPE_CLASS,
ConfigInfo/TA_Manifest_Info/mem_page_align/mem_page_align,40,TYPE_BOOL,
ConfigInfo/TA_Manifest_Info/sys_verify_ta/,41,TYPE_CLASS,
ConfigInfo/TA_Manifest_Info/sys_verify_ta/sys_verify_ta,42,TYPE_BOOL,
ConfigInfo/TA_Control_Info/TA_Manager/,43,TYPE_CLASS,
ConfigInfo/TA_Control_Info/TA_Manager/TA_Manager,44,TYPE_CHAR,
ConfigInfo/TA_Control_Info/CERT_Info/,45,TYPE_CLASS,
ConfigInfo/TA_Control_Info/CERT_Info/CERT_Permission/,46,TYPE_CLASS,
ConfigInfo/TA_Control_Info/CERT_Info/CERT_Permission/CERT_Permission,47,TYPE_BOOL,
